review;star
çok iyi paketlenmişti, sorunsuz ve çok hızlı bir alışverişti. içeriğinde hakiki zeytinyağı olması tercih sebebim oldu. tşkler...;5
ürünü severek kullanıyorum muhteşem ötesi karşılığınıda sağlık olarak almaya başladım. kesinlikle Tavsiye ediyorum. iki defa covit geçirdim ve çok hafif atlattım. şifa Allah'tandır.Amenna vesileler vardır. sundex bunlardan biri. başka D3 leri kullanamadım. emeği geçen herkese Teşekkür ediyorum. Rabbim razı olsun böyle faydalı doğal katkısız ürünü bizlere ulaştıranlara. ✨✨✨✨✨🍀🍀🍀🍀🍀🍀🍀;5
Harika bir ürün, kan değerlerime yeniden baktırınca yine yorum yazarım;5
Gayet hızlı kargo tşk ler;4
Tavsiye üzerine aldım. Yenidoğan bebeğim ve ben günde 1 damla kullanıyoruz çok memnunum. (Bebeklerde gaz yapmayan d vitamini bu);5
Katkısız olması beni mutlu etti ve günde 1 damla kullanılıyor şişe 500 damla içeriyor buda 500 gün yetecek kadar d vitaminim var demek;5
ürünü biliyordum en iyi d vitamini diyebilirim. hızlı kargo için teşekkürler;5
Teşekkürler...;5
Ürünün doğal içerikli olması dikkatimi çekmişti.Çocuklarım ve ben gönül rahatlığıyla kullanıyoruz.Ürünün kullanım kolaylığı ve kutu kalitesi çok güzel…Tavsiye ederim.;5
kullanıyorum, tadı rahatsız edici değil;5
Tavsiye üzerine almıştım çok memnun kaldım;5
elime ulaştı çok iyi;5
Hızlı kargo ve sorunsuz ulaştı.Vegan olduğu için tercih ettim;5
Valla aldım almasına da gidip D vitamin seviyesini ölçtürmediğim için ne kadar etkili bir şey söylemem zor. Tadı rahatsız edici değil diyebileceğim bu.;5
uzun araştırmalarım sonucunda aldığım ve son derece memnun kaldığım bir ürün. Kesinlikle güvenilir marka ve içerik. Alın aldırın. 🥰🙏;5
guvenle kullanabiliyoruz;5
ürün çok güze l paketlenmiş ve özen gösterilmiş.çok hızlı elime geçti. elinize, emeğinize sağlık.;5
Ürün sağlam paketlenmiş hızlı kargolandi, cok kisa sürede elime ulaştı. Tadı kokusu yönünden sıkıntı yok. ambalajın miktarı küçük görünse de bir aydir ailece kullanıyoruz doza göre uzun süre yetecek ölçüde.;5
bu markadan ilk defa satın alıyorum, paketleme itinalı, ürünü kullandıkça etkilerini anlamam mümkün olacak, firma yetkilileri ilgili ..;5
Hemen kargolandı ve gayet güzel paketlenmiş şekilde teslim aldım.Newvit kullanıyordum ama artık sundex’e transfer oluyorum.doğal içerik,kaliteli üretim 👏🏻👍🏻;5
tavsiye ederim;5
Ürünün içeriğini beğendim vegan oluşu tercih sebebim ,ayrıca çok hızlı bi şekilde elime ulaştırıldı bundan sonra bu ürünle devam herkesin emeğine sağlık;5
Ürün elime hızlı ulaştı. Kullanmaya yeni başlayacağım. Tavsiye üzerine aldım. Kullanınca yorumumu güncellerim.;5
hızlı geldi, iyi paketlenmişti;5
güzel ürün çocuğun iştahını açtı gibi;4
Tam bi iştah açıcı;5
Kaliteli ürünler;5
İştah açmada etkili, en az 4 şişe kullanılması gerekiyor.;5
Hızlı ve çok güzel paketlenmiş kızım için aldım kullanınca iştah durumunu belırtcem tekrar;5
guzel tavsiye ederim;5
çocuğuma faydası oldu güzel ürün;4
hızlı ve korunaklı bir şekilde geldi şimdi teslim aldım kullandıktan sonra tekrar bir değerlendirme yapacağım teşekkür ederim;5
oğluma ikinci keresir alıyorum istahinda bir artma oldu gibi.krese giderken de bu işe yarıyor daha geç hasta oluyor:);5
guvenle alabilirsiniz;5
Çocuklarım için faydalı olduğunu düşünüyorum.paketleme ve kargo gayet iyiydi.;5
sipariş hızlı bir şekilde ulaştı. fiyatı piyasaya göre uygun;5
Çok güzel kargolanmış ve hızlı geldi teşekkürler daha önce 2 yaşındaki oğluma kullanmıştım çok faydasını gördüm iştah açma özelliği için kullanıyorum 👍;5
Bu şurup çok güzel,içeriği zengin, çocuğum tadını çok seviyor.;5
hic bi ise yaramadi bizde;3
gercekten faydali bir şurup. cok memnun kaldigim icin ikinci seferdir aliyorum.;5
Gerçekten de iştah açıyor. 🤣 🤣 🤣 Yummmy 😋😋😋;5
tadı güzel faydası oldu gibi çoğu vitamin içinde ..;5
Harikaaa cocugum cok sevıyor;5
cok iyi doktor onerisi;5
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻;5
Oğlumun iştahı açıldı 3 günde. Kendine geldi kesinlikle alın aldırın. Kuzenime dr tavsiye etti yıllardır kullanıyor o da bana söyledi iyiki almışım.;5
Bizde iştah açısından çok işe yaramadı. Nutrigen üzüm çekirdeği daha etkili oldu.;2
kızım tadına bayildi;5
Ürün güzel kokusu güzel iştah açıcılığında pek emin değilim ama alınabilir;5
Çocuğumun bağışıklığına katkı sağladığını inandığım bir vitamin paketleme çok iyi;5
Fiyat güzel kullanıyorum;4
guzel paketlenmisti;5
Oğlum çok sevdi öksürüğünü de rahatlattı 👍🏼;5
Şeker seven çocuklar için birebir en azından sağlıklı . Paketleme ve hediye için teşekkürler;5
çok teşekkür ederim güzel paketleme hızlı kargo mükemmel bir urun;5
ürünü beğendik.;5
3.5 yaşındaki oğlum için aldım oğlumda bende severek yedik bakkal ve marketlerden lolipop şeker alacağıma bu vitaminli şekerleri almayı tercih ettim yanında gönderilen hediye şeker ve jelibon içinde teşekkür ederim 💕;5
kızım çok sevdi, ekinezya ve c vitamini içerdiği için aldım, içinde bir miktar şeker bulunuyor.Sekerler biraz küçük ama zaten biz sadece hevesi geçsin diye kullanıyoruz sonuna kadar bitirmedik. hızlı teslimat tesekkurler;5
sık sık kullandığım bi vitamin gayet özenli gönderilmiş hediye için teşekkürler;5
Çocuklarım çok sevdiler hızlı kargolama için teşekkür ederim 🙏 hediye el jelleri için de çok teşekkür ederim ☺️;5
Oğlum çok beğendi tadı güzel;5
saticiya 5 degil bin yildiz olsa tum yildizlari verirdim.anlayisli ve empati sahibi eli acik bir satici,ricami kirmadi ikiletmeden yerine getirdigi icin cok tesekkur ederim. urun yaninda hediye olarak deneme urunu yolladi. pembe ve turuncu multiball cold aldik.5 yasindaki kizimin bogazi sis oldugundan sapli bogaza kacmayacak pastil ararken buldum urunu.pembe ve turuncusunu aldik turuncuyu daha cok sevdi. diger yassi olan multiball sekerlerin ise mavi harici olan tum cesitlerini cok sevdi. marketten zararli sekerler yerine bu sekerleri rahatlikla verebilirim cocuguma. saticiyi ve urunleri siddetle tavsiye ederim.;5
Tesekkurler bence cocuklar icin cok iyi;5
Çocuğum çok sevdiii… hem lezzetli hemde yararlı. Yaninda bir suru hediye vardi cok tesekkur ederim💐;5
Çocuklarım çok severek yediler en azından içerği güzel bir topitop , kesinlikle tavsiye ederim;5
Tadı da çok güzel kızım bayıldı hediye için teşekkür ederiz 🙏;5
Çok güzel ürün çocuklar çok beğendi. Standart yopitoplardan biraz küçük çabuk bitiyo;5
Oğlum çok seviyordu, sağlıklı lolipop;5
tadı guzel cocuklarim sevdi;5
Süper çocuklar bayıldı paketleme de süperdi. Hediye için de teşekkür ederim 💞💞💞💞💞;5
Çocuklar seviyor şeker niyetine yiyorlar 👍🏼;5
Ürün güzel ama bebeğim sevmediği için kullanmayı bıraktık. Tadını sevemedi.;5
oğlum için aldım tadı güzel severek tüketiyor=);5
Tam aradığım ürünler, çok teşekkürler. Hediyeler için de çok teşekkürler.;5
yeğenlerime alıyorum çok seviyorlar hızlı teslimat;5
indirimden cok uygun fiyata aldim balli zencefilli normal lolipop yerine surekli kizima aldigim tatli mi tatli saglikli sekerler 💛;5
çok teşekkür ederim hediye olarak gönderdiğiniz ürünler için.;5
yillardir alirdim ilk cikan sekerlerden. bunlar degisik .cok guzeller hemde saglikli cok tesekkurler;5
Oğlum bayılıyor sağlıklı atıştırmalık olduğu için ben de veriyorum fakat bu ara fiyatları aldı başına gidiyor;5
Hediye için teşekkürler;5
Çocuklarda boğaz ağrısı ve gıcık için kullanıyorum. Tavsiye ederim.;5
içim rahat veriyorum oğluma. markettekilerden daha güvenli geliyo bana;5
Tadı güzel fakat kızım yemedi zaten çok seçici. Ama tercih edilebilir.;4
süper urun çok hızlı geldi kızım tadına bayıldı;5
Normal lolipopların boyutundan oldukça küçük tadı güzel oğlum çok sevdi;5
cocuarim çok sevdi güzel ürün faydali;5
Oglum severek yiyor;5
Oğlum çok seviyor;5
Çok iyi severek yiyoruz;5
Tadı harika normal lolipoplar gibi.;5
Çok mantıklı bence;5
tadı çok güzel kızım günde iki tane yiyo;5
ÇOk memnunum devamlı aldığım bişey;5
ürün beklediğim gibi geldi teşekkürler;5
Kuzum çok beğendi;5
cok guzel bir urun;4
Oğlum severek yedi;5
2,5 yaşında oğlum sevdi.en azından,daha masum bir atıştırmalık;5
kızım çok beğendi tadı çok güzel severek gönül rahatlığıyla alıyorum teşekkürler..;5
Kızım severek kulanıyor;4
Fiyatı normal ve tadı da lezzetli;4
Kızım tadını seviyor;5
bittikçe aldığım ve kızımın çok severek yediği bir ürün çok memnunuz;5
oğlum çok sevdi;5
Kızım denedi beğendi;5
Çok lezzetli ve organik;5
takviye edici çok güzel;5
Çok küçükmüş;3
Tadıda güzel boyutuda ideal 🌼;5
Sürekli alıyorum harika hızlı kargo teşekkürler;5
Boyutu market lolipoplarından küçük ama çok lezzetli.;5
Malesef içindeki mentol tadı çok fazla o sebeple kızım beğenmedi;2
icinde şeker olup olmadığı konusunda kararsızım ama kızım cok sevdi;5
Gayet güzel ve lezzetli 😍;5
Tadından ötürü yemek istemedi maalesef yavrum, diğer tadını beğenmişti;4
Tadı güzel severekyiyorlar konuşma terapisi için masaj yapmak için kullandım ogluma;5
Kızım tadını çok sevmedi ama hızlı elime ulaştı;4
Paketin içerisinde ambalajsız ütün gönderilmiş ! Çocuklar için hijyen teşkil etmiyor;1
çok severek tüketiyo oglum;5
severek yiyorlar;5
Tadı nasıl bilmiyorum ama küçük;3
Sık hastalanan oğlum için aldım. Tadını çok beğendi.;5
Kızım 2 yaşında. Şekerle ilk tanışmamız vitaminli şekerlerle oldu. Tatlı krizlerimizi atlattıgimiz minik sekerlerimiz çok iyii oldu;5
Gribal enfeksiyonlara karşı birebir 👍👍👍👍;5
3 yaşındaki oğlum çok sevdi ve zencefil bal tadı çok gelmiyor;4
gerçekten tadı çok güzel;4
Ürün içeriği güzel ama 1,5 yalındaki kızım çubuktan şekeri çıkarabildi boğulma tehlikesine karşı dikkatli olunmalı şeker bitene kdr bebeğin yanından ayrılmamalı.;3
cok güzel hızlı kargo;5
Bu fiyata beklediğimden çok daha kaliteli geldiler.;5
cok guzel kusursuz elıme ulasdı;5
Ballı lımonlu geldi yanlıs urun geldı dha dıkkatlı olsaydınz keske;3
Cocuklar buna bayiliyor, lolipop yedigini zannederken aslinda vitamin aliyor. Hizli kargo ve ozenli paketleme icin tesekkurler.;5
ürün güzel ,2.5 yaşında çocugum lolipopu bu ürün olarak biliyor, kargo hızlı geldi;4
Çok memnun kaldım paketleme çok iyiydi;5
Yanlış ürün göndermişler oğlum ambalajı ve faturayı yırtarak açtığı için iade edemedim 🥴;1
başlı zencefilli yazıyor ve öyle istedim fakat ahududu geldi.;3
Ürün sorunsuz ulaştı paketleme güzeldi hediye için de teşekkür ederiz;5
uzun zamandır kullanıyorum çok memnunum uyku düzeni ve anksiyete bozukluğu için iyi geliyor;5
uyku problemim için aldım ilk defa kullanacağım kargo korunaklı ve sorunsuz ulaştı teşekkürler;5
Ürün hızlı bir şekilde geldi faydasına deneyerek göreceğiz;5
muadil olduğu icin aldım diğerlerinin fiyatları uçtu inşallah işe yarar paketleme ve gönderim için teşekkür ederim sorun yaşamadım;5
herzaman tek markam çok teşekkürler. hediyeler için ayrıca teşekkür ederim;5
Eşimin mide rahatsızlığı var. Onun için aldım. Kantaron mide için iyidir. Hapıda ondan tercih ettim. Bakalım zaman içinde faydalı olacakmı. Sonuçlarını yazarım.;4
Çok faydasını gördük.Mideyi rahatlatıyor.Sakinlestirici etkisi var.;5
Faydası oluyor gibiydi fakat çok uykusunu getiriyor insanın ben de güvenlik görevlisi olduğum için mecburen bırakmak zorunda kaldım;5
güzel ürün begendim;5
ürünün ruhsal alanda çok faydasını gördüm uykumu da düzene soktu tavsiye ederim;5
bir haftadır kullanıyorum rahatlatıyor ve sakinleştiriyor;5
Yararli urun;5
Sakinleştiriyor;5
jel kapsül değil normal kapsül içinde kantaron tozu gibi kapsüller;4
çok memnunum...yazdan beri kullaniyorum;5
super bir urunnn .insani relax yapiyor.ikinciye aliyorumm;5
Son kullanma tarihi 09 2025 teşekkürler.;5
iştah açıyor diye içmedim anneme verdim;5
Uykusuzluk çeken yakın akrabam için aldım. ilk başlarda iyidi sonradan uyku problemi devam etti.;3
fena değil;5
tavsiye ederimmmmmmmm;5
Gayet güzel teşekkür ederim;5
cok bir etkisini gormedim malesef;4
Güzel bir ürün;5
bilemedim etkısını kullandım bi sure ama ıyı yadda kotu dıyemem yagını ıcmek daha ucuz sanki;4
pek işe yaramadı bende bilmiyorum belki düzenli kullanmak lazımdır hemen etki etmiyor sanırım bir de antidepresanla kullanmamak gerekiyormuş doktorum içme dedi ben de görümceme verdim;4
ergen kızım için kullanıyoruz uyku bozukluğuna ashabi durumuna gayet iyi geliyor.teşekkürler;5
Düzenli kullanmadığım için mi bilmiyorum ama cok faydasını göremedim sınav zamanımda stresımı azaltması icin almıstım. Uyku yapıyor gündüz icmenizi tavsiye ediyorum;3
melatonin kadar etkili;5
Güzel ürün;4
Midemi daha kötü yaptı 😫;4
Paketlemesi vs her şeyi güzeldi;5
ilk kullanımda etkisi gösterdi zamanla bakicaz tşk ler ..;5
Faydalı ürün;5
Ürün çok güzel kargolanmıştı.;5
Gayet başarılı fiyatı da uygun.yeni ürün;5
Çok memnunum rahatlatıcı;5
Sorunsuz ve hızlı bir şekilde elime ulaştı.;5
Ürünü tavsiye üzerine aldım. Uyku düzenim çok kötüydü. Stres yoğun iş temposu vs. Baya rahatlama ve uyku düzeninde düzelme oldu. Ben memnun kaldım. Yatmadan 1 2 saat önce 1 tane alıyorum.;5
uyku yapıyor düzenli kullanılırsa etkisini gösterir diye düşünüyorum;5
güzel urun;5
2 aydır kullanıyorum mutlaka fark ettiriyor anksiyete için ama çok güçlü olduğunu zannetmiyorum biraz rahatlık sağlıyor;4
Fibromiyalji hastasıyım ağrılarıma iyi geldi ama ne kadar süre kullanıcaz acaba bilmiyorum 1,5 aydır kullanıyorum;5
cook memnun kaldim geceleri uyumuyordum ve dis sıkmam vardi bana cok iyi geldi yogun tempomda yorgunlukdan eser kalmiyor cok tesekkur ederim.;5
Yeni başladım kullanmaya tavsiye üzerine aldım.;4
Göründüğü gibi geldi. Hızlı, güzel paketleme.;5
Diş sıkması için aldımm tavsiye üzerine umarım işe yarar;5
Daha önce de kullandığım bir ürün, uyku düzeni sağlıyor, rahatlatıyor, tavsiye ederim, satıcı da hemen gönderdi son kullanma tarihi de 2024 👍teşekkür ederim;5
hızlı teslimat;3
hızlı teslimat çok teşekkür ederim;5
Alman Johanniskraut versiyonlarına göre etkisi zayıf. Yoklukta idare eder.;3
doktora danışıp kullanılması gereken bir ürün nasıl kullanacağını bilmek önemli ben faydasını gördüm;5
Kargo hızlıydı uygun fiyat teşekkürler efe baharat;5
Göründüğü gibi;3
hızlı teslimat;5
Bariz bir etki hissetmedim henüz .;4
alacağım zaman tereddüt etmiştim ama kaliteli bir ürün;5
60 kapsul yazmasına rağmen içinden 40 tane çıktı.satici firmaya dikkat edin yoksa iyi bir vitamin;1
Başka ürünler de denedim çok daha başarılı;5
sonucu görmek için erken kullanım sonrasında yazicagim;3
ağrılarım ve depresyon hali gibi aglamalarim geçti sadece kapsül büyük boğazıma takılıyor gibi oldu;4
Uygun fiyat hızlı servis;5
yorumlarda anlatılan kadar bir etkisini göremedim;1
fiyat çok uygun;5
Bende sakinlestirme disinda pek etkisi olmadı kabızlık ve kilo yapti bırakmak zorunda kaldim;3
Uyku problemine epey iyi geliyor;5
ürün geç ve eksik geldi ancak satıcının ilgi ve alakası tam yıldızı haketti. ertesi gün eksik olan ürün yanında hediyeleri ile birlikte teslim edildi. ürünün etkisini deneyip göreceğiz.;5
sabah içsem akşam unutuyorum şuan kendimden kaynaklı bir etkisini goremedim;5
Yaklaşık 2 haftadır kullanıyorum,fakat en ufak mir farklılık hissetmedim 😕;2
ürünün orijinalliğinden şüphelendim, iade...;1
bende baş dönmesi yaptı doktora sormadan bence kullanmayın;2
Çok hızlı bir şekilde özenli paketleme ile elime ulaştı daha kullanmadım inşallah şifa olur;5
Organik antidepresanımız bizim onsuz bir hayat düşünemiyorum. Paketleme çok iyiydi teşekkürler;5
çok hızlı geldi güzel bir şekilde paketlenmişti. eski aldiklarimla karşılaştırdım.eskiler toz gibi bunun içeriği biraz talaş gibi.umarim sahte ürün değildir.neyse kullandıkça gorecez;5
kargo hızlı paketleme özenli gözle görülür pek bı etkisini görmedim;4
paketleme başarılı kargo hızlı ürünler güzel hediye için teşekkürler;5
hem 13 günde elime ulaştı hem 2 siparişimden 1 i kırık geldi tavsiye etmiyorum satıcıyı;1
ürün çok güvenli ambalajlanmış teşekkür ederim;5
Hızlı ve süper paketleme kullanmaya başlayacağım işe yarayacak mı bakalım;5
Çok güzel paketleniyor uzun zamandır alıyorum uygun fiyat erken teslim aldım;5
ürün hızlı geldi , paketleme güzeldi..faydası var mıdır zamanla göreceğim teşekkür ederim;4
Allah'ın izni ile Sarı kantaron dertlere deva, güvenilir marka. Güvenilir satıcı, özenli paket ve hızlı kargo. Tavsiye ederim;5
Uzun süredir kullandığım bir ürün özenli paketlme ile geldi;5
güzel paketleme uygun fiyatlı güzel ürün;5
kargolama başarılı;5
Çok güzel koruyuculu geldi ve fiyatı düşük diye tarihi geçmis gelir diye düşündüm fakat öyle değil;5
